wos_id
WOS:A1980JA35200026
WOS:000402390400016
WOS:A1986C669300003
WOS:A1990CJ02500001
WOS:A19637859A00001
WOS:000262795100007
WOS:000348119200008
WOS:000339165200013
WOS:000396201000030
WOS:000208687500007
WOS:A1996UB56000016
WOS:000088254200005
WOS:000396987200013
WOS:000404717700023
WOS:000404717700024
WOS:000262795100007
WOS:000400464300006
WOS:000277795700019
WOS:000262700500031
WOS:000346033600016
WOS:000409120400003
WOS:000409120400001
WOS:000409120400003
WOS:000409120400001
WOS:000241467500004
WOS:000289507500027
WOS:000344456900002
WOS:000072660700009
WOS:000253929700005
WOS:000390965200018
WOS:000384981200035
WOS:000409184600001
WOS:000407666100014
WOS:000384275600006
WOS:000406260800051
WOS:000404781900001
WOS:000404528000002
WOS:000406998300004
WOS:000408302900010
WOS:000390074000038
WOS:000410935700053
WOS:000362647800014
WOS:000371837200016
WOS:000253957600021
WOS:000393267300007
WOS:000314461300002
WOS:000390074000033
WOS:000371837200016
WOS:000367996700010
WOS:000373085500026
WOS:000390074000035
WOS:000367996700010
WOS:000363540200023
WOS:000407536100010
WOS:000390074000038
WOS:000412386900017
WOS:000407536100010
WOS:000351441700003
WOS:000285205000009
WOS:000184494700007
WOS:A1974S718200001
WOS:000296173800024
WOS:000245291600007
WOS:000257232300005
WOS:000351441700003
WOS:A1983QU97900005
WOS:000351441700003
WOS:000390074000045
WOS:A1996VL99200014
WOS:000375796700012
WOS:000344646700010
WOS:000402875400001
WOS:000340173600001
WOS:000311500500008
WOS:000399659500003
WOS:000392356700014
WOS:000406975400012
WOS:000406975400012
WOS:000289685900011
WOS:000383999900003
WOS:000334997100013
WOS:000331370600011
WOS:000282710900002
WOS:000242791000012
WOS:000259560600001
WOS:000275809700014
WOS:000301789300005
WOS:000277795700019
WOS:000250701400002
WOS:000400999800019
WOS:000372743900027
WOS:000277574300002
WOS:000392900800002
WOS:000401238500009
WOS:000374289300025
WOS:000382495100033
WOS:000405276600008
WOS:000379039700025
WOS:000379039700025
WOS:000400464300006
WOS:000262700500031
WOS:000282111300001
WOS:000338761900002
WOS:000325234400007
WOS:000315568700001
WOS:000332082400003
WOS:000252964600018
WOS:000393734400001
WOS:000356026900001
WOS:000307850300003
WOS:000330257400005
WOS:000309661500001
WOS:000338025800011
WOS:000268058200008
WOS:000302609500003
WOS:000326187300011
WOS:000226662400005
WOS:000411321000003
WOS:000336434000003
WOS:000372907400022
WOS:000400040500007
WOS:000402039800083
WOS:000374128400013
WOS:000175409100025
WOS:000365354800002
